EC,rxn_ID,reaction
1.2.1.50,rxn38166,(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd27421[0] <=> (1) cpd00005[0] + (1) cpd27059[0]
1.2.1.50,rxn38167,(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd27421[0] <=> (1) cpd00005[0] + (1) cpd27059[0]
2.3.1.164,rxn07098,(1) cpd00001[0] + (1) cpd03296[0] + (1) cpd11611[0] <=> (1) cpd00010[0] + (1) cpd00705[0] + (1) cpd11668[0]
3.5.2.6,rxn07099,(1) cpd00001[0] + (1) cpd11668[0] <=> (1) cpd12884[0]
1.14.99.37,rxn07097,(1) cpd00007[0] + (1) cpd08692[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd08693[0] + (1) cpd11609[0]
1.14.99.37,rxn07094,(1) cpd02546[0] <=> (1) cpd00046[0]
1.14.99.37,rxn07095,(2) cpd00003[0] <=> (1) cpd00004[0]
1.14.99.37,rxn07093,(1) cpd00001[0] <=> (1) cpd00048[0]
1.14.99.37,rxn07090,(1) cpd00022[0] <=> (1) cpd00010[0]
2.3.1.16,rxn38161,(1) cpd00022[0] + (1) cpd28168[0] <=> (1) cpd00010[0] + (1) cpd22026[0]
3.2.1.23,rxn38162,(1) cpd00001[0] + (1) cpd03199[0] <=> (1) cpd00190[0] + (1) cpd03193[0]
1.10.3.3,rxn38163,(1) cpd00007[0] + (2) cpd00059[0] <=> (2) cpd00001[0] + (2) cpd00335[0]
2.3.1.61,rxn30341,(1) cpd00010[0] + (1) cpd00860[0] <=> (1) cpd00078[0] + (1) cpd00449[0]
2.3.1.61,rxn34849,(1) cpd15329[0] + (1) cpd30416[0] <=> (1) cpd11493[0] + (1) cpd30422[0]
2.3.1.51,rxn34848,(1) cpd15277[0] + (1) cpd15327[0] <=> (1) cpd11493[0] + (1) cpd15524[0]
1.14.13.129,rxn38449,(1) cpd00007[0] + (1) cpd01420[0] + (1) cpd26978[0] <=> (1) cpd00001[0] + (1) cpd05498[0] + (1) cpd22290[0]
2.3.3.1|2.3.3.3|4.1.3.7,rxn19316,(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00032[0] <=> (1) cpd00010[0] + (1) cpd00137[0]
2.8.3.10,rxn19317,(1) cpd00137[0] + (1) cpd22526[0] <=> (1) cpd00029[0] + (1) cpd26732[0]
3.1.2.16,rxn19314,(6) cpd00001[0] + (1) cpd22526[0] <=> (6) cpd00029[0] + (1) cpd26841[0]
4.1.3.34,rxn19315,(1) cpd26732[0] <=> (1) cpd00032[0] + (1) cpd22526[0]
4.1.3.34,rxn19312,(1) cpd00007[0] + (1) cpd22476[0] <=> (1) cpd22111[0]
6.2.1.22,rxn19313,(1) cpd00002[0] + (1) cpd00029[0] + (1) cpd26841[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd22526[0]
2.4.1.177,rxn19310,(1) cpd00333[0] + (1) cpd28293[0] <=> (1) cpd00014[0] + (1) cpd02561[0]
1.3.1.37,rxn19311,(1) cpd00006[0] + (1) cpd22234[0] <=> (1) cpd00005[0] + (1) cpd22523[0]
1.8.1.14,rxn19318,(2) cpd00010[0] + (1) cpd27638[0] <=> (1) cpd01378[0] + (1) cpd27640[0]
2.7.8.26,rxn19319,(1) cpd02904[0] + (1) cpd03920[0] <=> (1) cpd00126[0] + (1) cpd22240[0]
2.7.8.19,rxn02918,(1) cpd00026[0] + (1) cpd02086[0] <=> (1) cpd00091[0] + (1) cpd02831[0]
3.1.4.51,rxn02919,(1) cpd00001[0] + (1) cpd02831[0] <=> (1) cpd00089[0] + (1) cpd02086[0]
2.1.1.91,rxn02910,(1) cpd00017[0] + (1) cpd02058[0] <=> (1) cpd00019[0] + (1) cpd02470[0]
4.2.1.17|4.2.1.74,rxn02911,(1) cpd03116[0] <=> (1) cpd00001[0] + (1) cpd02060[0]
2.6.1.7,rxn02912,(1) cpd00024[0] + (1) cpd02065[0] <=> (1) cpd00023[0] + (1) cpd03356[0]
4.1.1.-,rxn02913,(1) cpd02065[0] <=> (1) cpd00011[0] + (1) cpd03347[0]
2.6.1.52,rxn02914,(1) cpd00024[0] + (1) cpd00738[0] <=> (1) cpd00023[0] + (1) cpd02069[0]
3.5.1.17,rxn02915,(1) cpd00001[0] + (1) cpd03291[0] <=> (1) cpd00029[0] + (1) cpd02074[0]
3.5.1.17,rxn02916,(1) cpd02074[0] <=> (1) cpd00001[0] + (1) cpd00922[0]
4.1.1.78,rxn02917,(1) cpd02469[0] <=> (1) cpd00001[0] + (1) cpd02080[0]
4.1.1.78,rxn10731,(2) cpd00005[0] + (1) cpd00519[0] + (1) cpd15958[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd15960[0]
4.1.1.78,rxn10730,(1) cpd00002[0] + (2) cpd00007[0] + (2) cpd00039[0] + (1) cpd00054[0] + (1) cpd00599[0] + (1) cpd00797[0] + (1) cpd15274[0] <=> (5) cpd00001[0] + (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd15972[0]
4.1.1.78,rxn10739,(2) cpd00005[0] + (1) cpd00519[0] + (1) cpd16037[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16036[0]
4.1.1.78,rxn10738,(2) cpd00005[0] + (1) cpd00519[0] + (1) cpd16050[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16038[0]
4.1.1.78,rxn32618,(1) cpd03123[0] <=> (1) cpd03123[1]
1.17.7.1,rxn32619,(1) cpd08301[0] + (2) cpd11620[0] <=> (1) cpd00001[0] + (1) cpd08615[0] + (2) cpd11621[0]
1.17.7.1,rxn32610,(1) cpd09027[0] <=> (1) cpd09027[1]
2.4.2.1,rxn32611,(1) cpd00009[0] + (1) cpd00277[0] <=> (1) cpd00207[0] + (1) cpd26845[0]
3.6.1.28,rxn32612,(1) cpd00001[0] + (1) cpd01937[0] <=> (1) cpd00009[0] + (1) cpd00056[0]
3.6.1.28,rxn32613,(1) cpd09027[0] <=> (1) cpd09027[1]
3.6.1.28,rxn32614,(1) cpd00001[0] + (1) cpd24654[0] <=> (1) cpd00009[0] + (1) cpd24656[0]
2.1.1.49,rxn32615,(1) cpd00017[0] + (1) cpd00085[0] <=> (1) cpd00019[0] + (1) cpd24614[0]
3.6.1.28,rxn32616,(1) cpd00001[0] + (1) cpd01937[0] <=> (1) cpd00009[0] + (1) cpd00056[0]
2.1.1.49,rxn32617,(1) cpd00017[0] + (1) cpd00085[0] <=> (1) cpd00019[0] + (1) cpd24614[0]
3.1.7.5,rxn14009,(1) cpd00001[0] + (1) cpd00289[0] <=> (1) cpd00012[0] + (1) cpd05990[0]
4.2.3.-,rxn14008,(1) cpd00079[0] <=> (1) cpd00009[0] + (1) cpd17399[0]
4.2.3.-,rxn38478,(1) cpd00043[0] + (1) cpd28361[0] <=> (1) cpd00014[0] + (1) cpd29625[0]
1.1.1.100,rxn38479,(1) cpd00005[0] + (1) cpd11488[0] <=> (1) cpd00006[0] + (1) cpd22445[0]
2.5.1.-,rxn14001,(1) cpd17394[0] <=> (1) cpd01880[0]
2.5.1.-,rxn14000,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00039[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd02522[0]
2.4.1.162|2.4.2.5|2.7.4.6|2.7.8.-|2.8.2.22,rxn14003, <=> 
1.14.13.125,rxn14002,(2) cpd00005[0] + (2) cpd00007[0] + (1) cpd00065[0] <=> (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd01880[0]
1.14.21.-,rxn14005,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01426[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd17711[0]
2.3.3.-,rxn14004,(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00869[0] <=> (1) cpd00010[0] + (1) cpd17400[0]
1.1.1.62,rxn14007,(1) cpd00003[0] + (1) cpd18056[0] <=> (1) cpd00004[0] + (1) cpd03135[0]
1.14.99.-,rxn14006,(1) cpd00007[0] + (1) cpd00752[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00778[0] + (1) cpd11609[0]
1.14.99.-,rxn33475,(1) cpd00722[0] <=> (1) cpd00722[1]
1.14.99.-,rxn13853,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00314[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00314[0]
1.14.99.-,rxn13852,(1) cpd00130[0] + (1) cpd11669[0] <=> (1) cpd00032[0] + (1) cpd15561[0]
1.14.99.-,rxn13851,(1) cpd11492[0] + (1) cpd15277[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd14938[0]
1.14.99.-,rxn13850,(1) cpd00004[0] + (1) cpd15294[0] <=> (1) cpd00003[0] + (1) cpd11466[0]
1.14.99.-,rxn13857,(1) cpd00004[0] + (1) cpd11669[0] <=> (1) cpd00003[0] + (1) cpd15561[0]
1.14.99.-,rxn13856,(1) cpd00004[0] + (1) cpd11669[0] <=> (1) cpd00003[0] + (1) cpd15561[0]
2.3.1.184,rxn13855,(1) cpd00017[0] + (1) cpd11489[0] <=> (1) cpd00147[0] + (1) cpd11493[0] + (1) cpd17082[0]
2.3.1.184,rxn13854,(1) cpd01630[1] <=> (1) cpd01630[0]
2.3.1.184,rxn13859,(1) cpd00103[0] + (1) cpd08325[0] <=> (1) cpd00012[0] + (1) cpd00873[0]
2.3.1.184,rxn13858,(1) cpd00005[0] + (1) cpd11669[0] <=> (1) cpd00006[0] + (1) cpd15561[0]
2.3.1.184,rxn11983,(1) cpd00074[0] + (1) cpd11610[0] <=> (1) cpd00239[0] + (1) cpd11609[0]
1.14.15.4,rxn11982,(1) cpd00007[0] + (1) cpd00866[0] + (1) cpd11620[0] <=> (1) cpd00001[0] + (1) cpd03271[0] + (1) cpd11621[0]
1.14.15.4,rxn11981,(1) cpd00857[0] + (1) cpd11632[0] <=> (1) cpd03226[0]
1.14.15.4|1.14.15.5,rxn11980,(1) cpd00007[0] + (1) cpd00827[0] + (1) cpd11723[0] <=> (2) cpd00001[0] + (1) cpd01228[0] + (1) cpd11724[0]
1.8.7.1,rxn11987,(3) cpd00001[0] + (1) cpd01078[0] + (6) cpd11621[0] <=> (1) cpd03387[0] + (6) cpd11620[0]
1.8.99.1,rxn11986,(3) cpd00001[0] + (1) cpd01078[0] + (3) cpd11609[0] <=> (1) cpd03387[0] + (3) cpd11610[0]
1.14.13.7,rxn11985,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01042[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd04117[0]
2.3.1.48,rxn11984,(1) cpd00022[0] + (1) cpd12101[0] <=> (1) cpd00010[0] + (1) cpd11990[0]
3.1.1.36,rxn11989,(1) cpd00001[0] + (1) cpd02214[0] <=> (1) cpd01120[0]
3.2.1.22|3.2.1.47,rxn11988,(1) cpd00001[0] + (1) cpd02885[0] <=> (1) cpd00108[0] + (1) cpd00947[0]
3.2.1.22|3.2.1.47,rxn23919,(1) cpd00019[0] + (1) cpd24476[0] <=> (1) cpd00017[0] + (1) cpd00877[0]
5.3.3.-,rxn23918,(1) cpd24475[0] <=> (1) cpd24476[0]
5.3.3.-,rxn23914,(1) cpd01306[0] + (2) cpd27640[0] <=> (1) cpd24472[0] + (2) cpd27638[0]
5.3.3.-,rxn23917,(1) cpd24472[0] <=> (1) cpd24473[0]
1.3.1.-,rxn23911,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01210[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03225[0]
1.3.1.-,rxn23910,(1) cpd00006[0] + (1) cpd01234[0] <=> (1) cpd00005[0] + (1) cpd25055[0]
1.1.1.-,rxn23913,(1) cpd00007[0] + (1) cpd03048[0] + (1) cpd22290[0] <=> (2) cpd00001[0] + (1) cpd00460[0] + (1) cpd26978[0]
1.1.1.-,rxn23912,(1) cpd00007[0] + (1) cpd03048[0] + (1) cpd22290[0] <=> (2) cpd00001[0] + (1) cpd00460[0] + (1) cpd26978[0]
2.4.2.44,rxn16511,(1) cpd00009[0] + (1) cpd21032[0] <=> (1) cpd00226[0] + (1) cpd02574[0]
2.4.1.270,rxn16510,(1) cpd00083[0] + (1) cpd21036[0] <=> (1) cpd00031[0] + (1) cpd21038[0]
2.7.8.34,rxn16513,(1) cpd02484[0] + (1) cpd21039[0] <=> (1) cpd00046[0] + (1) cpd21043[0]
2.7.7.74,rxn16512,(1) cpd00052[0] + (1) cpd02484[0] <=> (1) cpd00012[0] + (1) cpd21039[0]
3.2.1.169,rxn16515,(1) cpd00001[0] + (1) cpd21046[0] <=> (1) cpd00122[0] + (1) cpd19051[0]
1.14.99.44,rxn16514,(4) cpd00007[0] + (4) cpd11610[0] + (1) cpd21041[0] <=> (6) cpd00001[0] + (4) cpd11609[0] + (1) cpd21042[0]
3.2.1.169,rxn16517,(1) cpd00001[0] + (1) cpd21048[0] <=> (1) cpd00122[0] + (1) cpd21047[0]
3.2.1.169,rxn16516,(1) cpd00001[0] + (1) cpd21046[0] <=> (1) cpd02416[0] + (1) cpd19051[0]
3.1.1.87,rxn16519,(2) cpd00001[0] + (1) cpd20499[0] <=> (2) cpd16654[0] + (1) cpd21049[0]
3.2.1.169,rxn16518,(1) cpd00001[0] + (1) cpd21048[0] <=> (1) cpd02416[0] + (1) cpd21047[0]
2.4.1.-,rxn22062,(1) cpd00479[0] + (1) cpd28293[0] <=> (1) cpd00014[0] + (1) cpd23519[0]
3.4.24.82,rxn22060,(1) cpd22316[0] <=> (1) cpd22317[0]
1.14.-.-,rxn22061,(1) cpd23500[0] <=> (1) cpd23518[0]
1.1.1.-,rxn22066,(1) cpd00157[0] + (1) cpd27640[0] <=> (1) cpd00100[0] + (1) cpd27638[0]
1.1.1.-,rxn22067,(1) cpd26209[0] + (1) cpd27640[0] <=> (1) cpd00100[0] + (1) cpd27638[0]
1.2.1.80,rxn22064,(1) cpd11493[0] + (1) cpd27421[0] + (1) cpd27638[0] <=> (1) cpd27419[0] + (1) cpd27640[0]
1.2.1.80,rxn22065,(1) cpd01264[0] + (1) cpd11493[0] + (1) cpd27638[0] <=> (1) cpd12458[0] + (1) cpd27640[0]
2.7.1.-,rxn22068,(1) cpd00002[0] + (1) cpd00100[0] <=> (1) cpd00008[0] + (1) cpd01908[0]
2.7.7.-,rxn22069,(1) cpd00052[0] + (1) cpd01908[0] <=> (1) cpd00012[0] + (1) cpd23521[0]
1.11.1.21|1.11.1.6,rxn27744,(2) cpd00025[0] <=> (2) cpd00001[0] + (1) cpd00007[0]
2.7.7.41,rxn27745,(1) cpd00052[0] + (1) cpd25121[0] <=> (1) cpd00012[0] + (1) cpd29078[0]
2.7.7.41,rxn27746,(1) cpd00052[0] + (1) cpd25125[0] <=> (1) cpd00012[0] + (1) cpd29077[0]
2.7.4.6,rxn27747,(1) cpd00002[0] + (1) cpd00096[0] <=> (1) cpd00008[0] + (1) cpd00052[0]
4.2.1.1,rxn27740,(1) cpd00242[0] <=> (1) cpd00001[0] + (1) cpd00011[0]
4.2.1.1,rxn27741,(1) cpd00242[0] <=> (1) cpd00001[0] + (1) cpd00011[0]
1.1.1.184,rxn27742,(1) cpd00006[0] + (1) cpd28169[0] <=> (1) cpd00005[0] + (1) cpd27387[0]
6.3.5.5,rxn27743,(1) cpd00001[0] + (2) cpd00002[0] + (1) cpd00053[0] + (1) cpd00242[0] <=> (2) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (1) cpd00146[0]
2.7.4.6,rxn27748,(1) cpd00002[0] + (1) cpd00096[0] <=> (1) cpd00008[0] + (1) cpd00052[0]
1.17.4.1,rxn27749,(1) cpd00001[0] + (1) cpd00533[0] + (1) cpd27735[0] <=> (1) cpd00096[0] + (1) cpd28060[0]
1.17.4.1,rxn26299,(1) cpd00020[0] + (2) cpd12713[0] <=> (1) cpd00159[0]
1.17.4.1,rxn26298, <=> 
1.10.3|1.10.3.-,rxn26291,(1) cpd00007[0] + (2) cpd28300[0] <=> (2) cpd00001[0] + (2) cpd28301[0]
1.10.3|1.10.3.-,rxn26290,(1) cpd00007[0] + (4) cpd12713[0] <=> (2) cpd00001[0]
3.5.1.76,rxn18168,(1) cpd00001[0] + (1) cpd27578[0] <=> (1) cpd00029[0] + (1) cpd22405[0]
3.5.1.77,rxn18169,(1) cpd00001[0] + (1) cpd27591[0] <=> (1) cpd00011[0] + (1) cpd00013[0] + (1) cpd26810[0]
3.5.1.70,rxn18166,(1) cpd00001[0] + (1) cpd01225[0] <=> (1) cpd00214[0] + (1) cpd26767[0]
3.5.1.72,rxn18167,(1) cpd00001[0] + (1) cpd02643[0] <=> (1) cpd01438[0] + (1) cpd27583[0]
3.5.1.60,rxn18164,(1) cpd00001[0] + (1) cpd24588[0] <=> (1) cpd00162[0] + (1) cpd27422[0]
3.5.1.69,rxn18165,(1) cpd00001[0] + (1) cpd27190[0] <=> (1) cpd27058[0] + (1) cpd27429[0]
3.5.1.52,rxn18162,(1) cpd00001[0] + (1) cpd25342[0] <=> (1) cpd00912[0] + (1) cpd27937[0]
3.5.1.55,rxn18163,(1) cpd00001[0] + (1) cpd24362[0] <=> (1) cpd00023[0] + (1) cpd27422[0]
3.5.1.27,rxn18160,(1) cpd00001[0] + (1) cpd26710[0] <=> (1) cpd00047[0] + (1) cpd27366[0]
3.5.1.28,rxn18161,(1) cpd00001[0] + (1) cpd27843[0] <=> (1) cpd01757[0] + (1) cpd27839[0]
2.7.1.61,rxn15729,(1) cpd12031[0] + (1) cpd19001[0] <=> (1) cpd00049[0] + (1) cpd19006[0]
2.7.1.69,rxn15728,(1) cpd03019[0] + (1) cpd12508[0] <=> (1) cpd03812[0] + (1) cpd11712[0]
3.5.1.23,rxn21742,(1) cpd00001[0] + (1) cpd26685[0] <=> (1) cpd27058[0] + (1) cpd28188[0]
3.5.1.23,rxn21743,(1) cpd00002[0] + (1) cpd28188[0] <=> (1) cpd00008[0] + (1) cpd28187[0]
3.5.1.23,rxn21740,(1) cpd00001[0] + (1) cpd26685[0] <=> (1) cpd27058[0] + (1) cpd28188[0]
3.5.1.23,rxn15720,(1) cpd00001[0] + (1) cpd15153[0] <=> (1) cpd11215[0] + (1) cpd16443[0]
3.5.1.23,rxn21746,(1) cpd28187[0] <=> (1) cpd00285[0] + (1) cpd22319[0]
2.1.1.-,rxn21747,(1) cpd22619[0] + (1) cpd27518[0] <=> (1) cpd23363[0] + (1) cpd26936[0]
2.7.1.91,rxn21744,(1) cpd00002[0] + (1) cpd08926[0] <=> (1) cpd00008[0] + (1) cpd27794[0]
2.7.1.91,rxn21745,(1) cpd28187[0] <=> (1) cpd00285[0] + (1) cpd22319[0]
2.7.1.91,rxn13071,(1) cpd00004[0] + (1) cpd02339[0] <=> (1) cpd00003[0] + (1) cpd00009[0] + (1) cpd00858[0]
2.7.1.91,rxn13070,(1) cpd00007[0] + (1) cpd16808[0] <=> (1) cpd00025[0] + (1) cpd16835[0]
2.7.1.91,rxn13072,(1) cpd00005[0] + (1) cpd02339[0] <=> (1) cpd00006[0] + (1) cpd00009[0] + (1) cpd00858[0]
2.7.1.91,rxn13075,(1) cpd00282[0] + (1) cpd01351[1] <=> (1) cpd00247[0] + (1) cpd11665[1]
2.7.1.91,rxn13074,(1) cpd11617[1] <=> (1) cpd11617[0]
2.7.1.91,rxn13077,(2) cpd00109[0] + (1) cpd11665[0] <=> (2) cpd00110[0] + (1) cpd01351[0]
2.7.1.91,rxn13079,(1) cpd00031[0] + (1) cpd16831[0] <=> (1) cpd00001[0] + (1) cpd00295[0] + (1) cpd11420[0]
2.7.1.91,rxn13078,(1) cpd00008[0] + (1) cpd16831[0] <=> (1) cpd00177[0] + (1) cpd11420[0]
2.1.1.-,rxn25243,(1) cpd00017[0] + (1) cpd07426[0] <=> (1) cpd00019[0] + (1) cpd07412[0]
1.3.1.-,rxn25242,(1) cpd00005[0] + (1) cpd07389[0] <=> (1) cpd00006[0] + (1) cpd07426[0]
1.3.1.-,rxn25241,(1) cpd00007[0] + (1) cpd08048[0] <=> (1) cpd00001[0] + (1) cpd00071[0] + (1) cpd03964[0]
1.3.1.-,rxn25240,(1) cpd00350[0] <=> (1) cpd00012[0] + (1) cpd25650[0]
1.3.1.-,rxn25246,(1) cpd00007[0] + (1) cpd25656[0] + (1) cpd27640[0] <=> (1) cpd00001[0] + (1) cpd25657[0] + (1) cpd27638[0]
1.3.1.-,rxn25245,(1) cpd00002[0] + (1) cpd00023[0] + (1) cpd04129[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd25656[0]
1.3.1.-,rxn25244,(1) cpd00001[0] + (1) cpd03960[0] <=> (1) cpd03966[0] + (1) cpd04129[0]
1.3.1.-,rxn25249,(1) cpd00001[0] + (1) cpd25657[0] <=> (1) cpd00023[0] + (1) cpd25658[0]
1.3.1.-,rxn29422,(1) cpd24607[1] <=> (1) cpd24607[0]
1.17.4.1,rxn30429,(1) cpd00031[0] + (1) cpd11421[0] <=> (1) cpd00001[0] + (1) cpd00295[0] + (1) cpd11420[0]
1.17.4.1,rxn30428,(1) cpd00008[0] + (1) cpd11421[0] <=> (1) cpd00001[0] + (1) cpd00177[0] + (1) cpd11420[0]
1.17.4.1,rxn30421,(1) cpd00001[0] + (0.005) cpd11624[0] <=> (0.27) cpd00214[0] + (0.5) cpd00507[0] + (0.05) cpd01080[0] + (0.02) cpd01107[0] + (0.06) cpd01741[0] + (0.1) cpd03847[0] + (0.17) cpd15237[0] + (0.24) cpd15269[0] + (0.09) cpd15270[0]
2.5.1.-|2.5.1.33,rxn30423,(1) cpd00113[0] + (1) cpd02591[0] <=> (1) cpd00012[0] + (1) cpd00906[0]
1.3.3.4,rxn30422,(3) cpd00007[0] + (2) cpd00791[0] <=> (6) cpd00001[0] + (2) cpd01476[0]
1.3.3.4,rxn30425,(0.01) cpd29687[0] <=> (1) cpd00011[0] + (0.01) cpd29688[0]
1.3.3.4,rxn30427,(1) cpd00001[0] + (1) cpd29705[0] <=> (1) cpd00010[0] + (1) cpd05235[0]
2.7.7.64,rxn35669,(1) cpd00062[0] + (1) cpd26629[0] <=> (1) cpd00012[0] + (1) cpd00043[0]
3.1.13.1,rxn26422,(1) cpd27486[0] <=> (1) cpd27686[0]
2.3.1.15,rxn28241,(1) cpd00080[0] + (1) cpd27059[0] <=> (1) cpd00010[0] + (1) cpd22235[0]
2.3.1.15,rxn28242,(1) cpd00080[0] + (1) cpd00134[0] <=> (1) cpd00010[0] + (1) cpd02496[0]
2.3.1.15,rxn28243,(1) cpd00080[0] + (1) cpd00327[0] <=> (1) cpd00010[0] + (1) cpd15329[0]
1.6.5.2,rxn36869,(1) cpd00004[0] + (1) cpd09850[0] <=> (1) cpd00003[0] + (1) cpd23069[0]
1.6.5.2,rxn36868,(1) cpd00005[0] + (1) cpd09850[0] <=> (1) cpd00006[0] + (1) cpd23069[0]
1.6.5.2,rxn36867,(1) cpd00004[0] + (1) cpd16764[0] <=> (1) cpd00003[0] + (1) cpd25887[0]
1.6.5.2,rxn36866,(1) cpd00005[0] + (1) cpd16764[0] <=> (1) cpd00006[0] + (1) cpd25887[0]
1.6.5.2,rxn36865,(1) cpd00004[0] + (1) cpd16766[0] <=> (1) cpd00003[0] + (1) cpd25885[0]
1.6.5.2,rxn36864,(1) cpd00005[0] + (1) cpd16766[0] <=> (1) cpd00006[0] + (1) cpd25885[0]
1.6.5.2,rxn36863,(1) cpd00004[0] + (1) cpd23043[0] <=> (1) cpd00003[0] + (1) cpd25884[0]
1.6.5.2,rxn36862,(1) cpd00005[0] + (1) cpd23043[0] <=> (1) cpd00006[0] + (1) cpd25884[0]
1.6.5.2,rxn36861,(1) cpd00004[0] + (1) cpd09851[0] <=> (1) cpd00003[0] + (1) cpd14614[0]
1.6.5.2,rxn36860,(1) cpd00005[0] + (1) cpd09851[0] <=> (1) cpd00006[0] + (1) cpd14614[0]
1.6.5.2,rxn24594,(1) cpd00102[0] <=> (1) cpd00009[0] + (1) cpd22830[0]
2.4.1.10,rxn20032,(1) cpd00076[0] + (1) cpd12840[0] <=> (1) cpd00190[0] + (1) cpd25730[0]
2.7.7.68,rxn24596,(1) cpd00038[0] + (1) cpd28137[0] <=> (1) cpd00012[0] + (1) cpd15889[0]
6.3.2.31,rxn24597,(1) cpd00023[0] + (1) cpd00038[0] + (1) cpd20413[0] <=> (1) cpd00009[0] + (1) cpd00031[0] + (1) cpd24801[0]
6.3.2.31,rxn24590,(1) cpd24797[0] <=> (1) cpd24798[0]
6.3.2.31,rxn24591,(1) cpd24798[0] <=> (1) cpd00001[0] + (1) cpd03425[0]
6.3.2.31,rxn24592,(1) cpd00025[0] + (1) cpd00028[0] <=> (1) cpd15607[0]
5.2.1.-,rxn24593,(1) cpd26554[0] <=> (1) cpd09433[0]
2.4.1.63,rxn20039,(1) cpd01730[0] + (1) cpd28293[0] <=> (1) cpd00014[0] + (1) cpd01121[0]
1.14.13.-,rxn20038,(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd27408[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd02706[0]
6.3.2.34,rxn24598,(1) cpd00023[0] + (1) cpd00038[0] + (1) cpd24801[0] <=> (1) cpd00009[0] + (1) cpd00031[0] + (1) cpd27710[0]
1.14.99.43,rxn24599,(1) cpd00007[0] + (1) cpd05523[0] + (1) cpd26978[0] <=> (1) cpd00001[0] + (1) cpd20979[0] + (1) cpd22290[0]
1.14.99.43,rxn31480,(1) cpd00134[0] + (1) cpd21598[0] <=> (1) cpd00010[0] + (1) cpd21599[0]
1.14.99.43,rxn31481,(1) cpd12407[0] + (1) cpd21599[0] <=> (1) cpd11619[0] + (1) cpd21600[0]
1.14.99.43,rxn31482,(1) cpd12407[0] + (1) cpd21602[0] <=> (1) cpd11619[0] + (1) cpd21603[0]
1.14.99.43,rxn31483,(1) cpd00001[0] + (1) cpd21577[0] <=> (1) cpd00724[0] + (1) cpd00947[0]
1.14.99.43,rxn31484,(1) cpd00001[0] + (1) cpd02088[0] <=> (1) cpd00832[0] + (1) cpd21577[0]
1.14.99.43,rxn31485,(1) cpd00037[0] + (1) cpd12559[0] <=> (1) cpd00014[0] + (1) cpd11675[0]
1.14.99.43,rxn31486,(1) cpd00037[0] + (1) cpd12559[0] <=> (1) cpd00014[0] + (1) cpd11675[0]
1.14.99.43,rxn31487,(1) cpd00083[0] + (1) cpd11675[0] <=> (1) cpd00031[0] + (1) cpd21500[0]
1.14.99.43,rxn31488,(1) cpd00083[0] + (1) cpd21500[0] <=> (1) cpd00031[0] + (1) cpd21501[0]
1.14.99.43,rxn31489,(1) cpd12235[0] + (1) cpd21505[0] <=> (1) cpd11713[0] + (1) cpd21506[0]
1.14.99.43,rxn09384,(1) cpd00154[1] <=> (1) cpd00154[0]
1.14.99.43,rxn09385,(1) cpd00154[0] <=> (1) cpd00154[1]
1.14.99.43,rxn09386,(1) cpd00261[1] <=> (1) cpd00261[0]
1.14.99.43,rxn09387,(1) cpd00261[0] <=> (1) cpd00261[1]
1.14.99.43,rxn09380,(1) cpd00497[0] <=> (1) cpd00497[1]
1.14.99.43,rxn09381,(1) cpd01217[1] <=> (1) cpd01217[0]
1.14.99.43,rxn09382,(1) cpd01217[0] <=> (1) cpd01217[1]
1.14.99.43,rxn09383,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00154[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00154[0]
