EC,rxn_ID,reaction
2.1.1.122,rxn03229,(1) cpd00017[0] + (1) cpd03096[0] <=> (1) cpd00019[0] + (1) cpd03156[0]
2.1.1.128,rxn03228,(1) cpd00017[0] + (1) cpd03791[0] <=> (1) cpd00019[0] + (1) cpd03095[0]
2.1.1.128,rxn03225,(1) cpd03092[0] <=> (1) cpd00011[0] + (1) cpd03437[0]
2.1.1.114,rxn03224,(1) cpd00017[0] + (1) cpd03092[0] <=> (1) cpd00019[0] + (1) cpd03151[0]
2.1.1.121,rxn03227,(1) cpd00017[0] + (1) cpd03095[0] <=> (1) cpd00019[0] + (1) cpd03155[0]
2.1.1.115,rxn03226,(1) cpd00017[0] + (1) cpd03093[0] <=> (1) cpd00019[0] + (1) cpd03152[0]
2.1.1.119,rxn03221,(1) cpd00017[0] + (1) cpd03108[0] <=> (1) cpd00019[0] + (1) cpd03089[0]
1.5.3.12,rxn03220,(1) cpd00007[0] + (1) cpd03089[0] <=> (1) cpd00025[0] + (1) cpd03768[0]
2.3.1.151,rxn03223,(3) cpd00070[0] + (1) cpd03090[0] <=> (4) cpd00010[0] + (3) cpd00011[0] + (1) cpd03796[0]
1.14.13.57,rxn03222,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd03089[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd03088[0]
1.14.13.57,rxn32092,(1) cpd05170[0] <=> (1) cpd05170[1]
1.3.1.38|1.3.1.8,rxn32093,(1) cpd00005[0] + (1) cpd03129[0] <=> (1) cpd00006[0] + (1) cpd03128[0]
1.14.13.70,rxn32090,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01188[0] <=> (1) cpd00006[0] + (1) cpd00047[0] + (1) cpd08302[0]
1.1.1.85,rxn32091,(1) cpd00003[0] + (1) cpd03593[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00094[0]
1.1.1.85,rxn32096,(1) cpd03778[0] <=> (1) cpd03778[1]
1.1.1.85,rxn32097,(1) cpd00198[0] <=> (1) cpd00198[1]
1.1.1.85,rxn32094,(1) cpd05170[0] <=> (1) cpd05170[1]
2.7.4.14|2.7.4.22|2.7.4.4,rxn32095,(1) cpd00002[0] + (1) cpd00091[0] <=> (1) cpd00008[0] + (1) cpd00014[0]
2.7.4.14|2.7.4.22|2.7.4.4,rxn32098,(1) cpd00198[0] <=> (1) cpd00198[1]
1.1.1.31,rxn32099,(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00287[0]
1.1.1.31,rxn29469,(1) cpd01524[1] <=> (1) cpd01524[0]
1.1.1.31,rxn29468,(1) cpd01171[1] <=> (1) cpd01171[0]
1.1.1.31,rxn29463,(1) cpd01383[1] <=> (1) cpd01383[0]
1.1.1.31,rxn29462,(1) cpd14652[1] <=> (1) cpd14652[0]
1.1.1.31,rxn29461,(1) cpd26070[1] <=> (1) cpd26070[0]
1.1.1.31,rxn29460,(1) cpd26069[1] <=> (1) cpd26069[0]
1.1.1.31,rxn29467,(1) cpd01395[1] <=> (1) cpd01395[0]
1.1.1.31,rxn29466,(1) cpd01239[1] <=> (1) cpd01239[0]
1.1.1.31,rxn29465,(1) cpd00392[1] <=> (1) cpd00392[0]
1.1.1.31,rxn29464,(1) cpd26829[1] <=> (1) cpd26829[0]
5.-.-.-,rxn08256,(1) cpd15440[0] <=> (1) cpd15439[0]
1.14.18.3,rxn37118,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd25914[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd01351[0]
1.14.18.3,rxn37119,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd25915[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd08232[0]
1.14.18.3,rxn37114,(1) cpd00007[0] + (1) cpd00415[0] + (1) cpd01024[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd19022[0]
1.14.18.3,rxn37115,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd15353[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd15352[0]
1.14.18.3,rxn37116,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd23602[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd09410[0]
1.14.18.3,rxn37117,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd15561[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd15560[0]
2.4.1.173,rxn37110,(1) cpd00026[0] + (1) cpd00160[0] <=> (1) cpd00014[0] + (1) cpd02405[0]
2.4.1.173,rxn37111,(1) cpd00026[0] + (1) cpd01210[0] <=> (1) cpd00014[0] + (1) cpd23020[0]
2.4.1.173,rxn37112,(1) cpd00026[0] + (1) cpd01210[0] <=> (1) cpd00014[0] + (1) cpd23020[0]
1.14.18.3,rxn37113,(1) cpd00007[0] + (1) cpd01024[0] + (1) cpd12844[0] <=> (1) cpd00001[0] + (1) cpd00116[0] + (1) cpd01401[0]
1.14.13.13,rxn02578,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01099[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01156[0]
3.1.1.70,rxn02579,(1) cpd00001[0] + (1) cpd02082[0] <=> (1) cpd00435[0] + (1) cpd01102[0]
2.7.1.103,rxn02576,(1) cpd00002[0] + (1) cpd01085[0] <=> (1) cpd00008[0] + (1) cpd01684[0]
1.14.13.7,rxn02577,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01087[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01871[0]
3.2.1.126,rxn02574,(1) cpd00001[0] + (1) cpd01082[0] <=> (1) cpd00027[0] + (1) cpd01554[0]
2.4.1.111,rxn02575,(1) cpd00026[0] + (1) cpd01554[0] <=> (1) cpd00014[0] + (1) cpd01082[0]
2.4.1.111,rxn02572,(1) cpd01079[0] <=> (1) cpd03387[0]
2.4.1.111,rxn02573,(1) cpd01079[0] <=> (1) cpd03396[0]
2.4.1.111,rxn02570,(3) cpd00001[0] + (4) cpd00006[0] + (1) cpd01078[0] <=> (4) cpd00005[0] + (1) cpd03387[0]
2.5.1.47,rxn02571,(1) cpd00722[0] + (1) cpd01078[0] <=> (1) cpd00029[0] + (1) cpd03389[0]
3.8.1.5,rxn19882,(1) cpd00001[0] + (1) cpd21778[0] <=> (1) cpd27226[0] + (1) cpd27914[0]
2.7.1.102,rxn19883,(1) cpd00002[0] + (1) cpd01309[0] <=> (1) cpd00008[0] + (1) cpd26822[0]
1.97.1.3,rxn19880,(1) cpd11640[0] + (1) cpd27013[0] <=> (1) cpd00239[0]
3.8.1.3,rxn19881,(1) cpd00001[0] + (1) cpd27227[0] <=> (1) cpd00139[0] + (1) cpd27226[0]
1.14.99.3,rxn19886,(3) cpd00007[0] + (1) cpd00028[0] + (3) cpd26978[0] <=> (3) cpd00001[0] + (1) cpd00204[0] + (1) cpd00389[0] + (1) cpd10515[0] + (3) cpd22290[0]
2.5.1|2.5.1.-,rxn19887,(1) cpd00001[0] + (1) cpd00028[0] + (1) cpd00350[0] <=> (1) cpd00012[0] + (1) cpd11313[0]
1.7.3.4,rxn19884,(1) cpd00007[0] + (1) cpd00165[0] <=> (1) cpd00001[0] + (1) cpd00075[0]
1.14.99.3,rxn19885,(3) cpd00007[0] + (1) cpd00028[0] + (3) cpd26978[0] <=> (3) cpd00001[0] + (1) cpd00204[0] + (1) cpd00389[0] + (1) cpd10515[0] + (3) cpd22290[0]
2.8.2.8,rxn19888,(1) cpd00044[0] + (1) cpd27210[0] <=> (1) cpd00045[0] + (1) cpd27238[0]
2.8.2.8,rxn19889,(1) cpd00044[0] + (1) cpd27210[0] <=> (1) cpd00045[0] + (1) cpd27238[0]
1.1.1.100,rxn38588,(1) cpd00005[0] + (1) cpd28467[0] <=> (1) cpd00006[0] + (1) cpd28466[0]
1.3.1.10,rxn38589,(1) cpd00004[0] + (1) cpd28629[0] <=> (1) cpd00003[0] + (1) cpd28429[0]
1.1.1.100,rxn38582,(1) cpd00005[0] + (1) cpd28396[0] <=> (1) cpd00006[0] + (1) cpd28395[0]
1.3.1.10,rxn38583,(1) cpd00004[0] + (1) cpd28608[0] <=> (1) cpd00003[0] + (1) cpd28444[0]
1.1.1.100,rxn38580,(1) cpd00005[0] + (1) cpd28396[0] <=> (1) cpd00006[0] + (1) cpd28395[0]
1.1.1.100,rxn38581,(1) cpd00005[0] + (1) cpd28396[0] <=> (1) cpd00006[0] + (1) cpd28395[0]
1.1.1.100,rxn38586,(1) cpd00005[0] + (1) cpd28467[0] <=> (1) cpd00006[0] + (1) cpd28466[0]
1.1.1.100,rxn38587,(1) cpd00005[0] + (1) cpd28467[0] <=> (1) cpd00006[0] + (1) cpd28466[0]
2.3.1.41,rxn38584,(1) cpd11492[0] + (1) cpd28465[0] <=> (1) cpd00011[0] + (1) cpd27255[0] + (1) cpd28467[0]
2.3.1.41,rxn38585,(1) cpd11492[0] + (1) cpd28444[0] <=> (1) cpd00011[0] + (1) cpd27255[0] + (1) cpd28446[0]
3.5.4.-,rxn37808,(1) cpd00001[0] + (1) cpd28546[0] <=> (1) cpd00013[0] + (1) cpd28547[0]
1.1.1.157|1.1.1.35,rxn37809,(1) cpd00003[0] + (1) cpd09844[0] <=> (1) cpd00004[0] + (1) cpd01507[0]
1.2.1.18,rxn37806,(1) cpd00010[0] + (1) cpd00191[0] + (1) cpd27638[0] <=> (1) cpd00011[0] + (1) cpd00022[0] + (1) cpd27640[0]
1.2.1.18,rxn37807,(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00191[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00022[0]
1.2.1.18,rxn37804,(1) cpd00106[0] + (1) cpd00282[0] <=> (1) cpd00036[0] + (1) cpd00247[0]
3.2.1.147,rxn37805,(1) cpd00001[0] + (1) cpd28261[0] <=> (1) cpd28198[0] + (1) cpd28262[0]
1.14.13,rxn37802,(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd01122[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd30764[0]
1.1.5.3|1.1.99.5,rxn37803,(1) cpd00080[0] + (1) cpd15560[0] <=> (1) cpd00095[0] + (1) cpd15561[0]
3.1.2|3.1.2.-,rxn37800,(1) cpd00001[0] + (1) cpd16638[0] <=> (1) cpd00010[0] + (1) cpd00536[0]
1.14.13,rxn37801,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01122[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd30764[0]
1.14.13,rxn39185,(1) cpd30648[0] <=> (1) cpd30648[1]
1.14.13,rxn39184,(1) cpd30652[0] <=> (1) cpd30652[1]
1.14.13,rxn39187,(1) cpd30673[0] <=> (1) cpd30673[1]
1.14.13,rxn39186,(1) cpd30675[0] <=> (1) cpd30675[1]
1.14.13,rxn39181,(1) cpd30655[0] <=> (1) cpd30655[1]
1.14.13,rxn39180,(1) cpd19075[0] <=> (1) cpd19075[1]
1.14.13,rxn39183,(1) cpd30688[0] <=> (1) cpd30688[1]
1.14.13,rxn39182,(1) cpd08043[0] <=> (1) cpd08043[1]
1.14.13,rxn39189,(1) cpd24444[0] <=> (1) cpd24444[1]
1.14.13,rxn39188,(1) cpd00127[0] <=> (1) cpd00127[1]
1.4.3.4,rxn11873,(1) cpd04740[0] <=> (1) cpd16416[0]
1.14.14.1,rxn11872,(1) cpd16412[0] <=> (1) cpd16413[0]
1.14.14.1,rxn11871,(1) cpd04740[0] <=> (1) cpd16411[0]
1.14.14.1,rxn11870,(1) cpd04740[0] <=> (1) cpd16412[0]
5.3.1.-,rxn11877,(1) cpd00001[0] + (1) cpd03813[0] <=> (1) cpd00013[0] + (1) cpd00805[0]
1.2.3.1,rxn11876,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd16416[0] <=> (1) cpd00025[0] + (1) cpd16414[0]
1.4.3.4,rxn11875,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd16413[0] <=> (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd16416[0]
1.4.3.4,rxn11874,(1) cpd16412[0] <=> (1) cpd16416[0]
2.7.1.69,rxn11879,(1) cpd01524[0] + (1) cpd12508[0] <=> (1) cpd03813[0] + (1) cpd11712[0]
2.7.1.69,rxn11878,(1) cpd00832[0] + (1) cpd12508[0] <=> (1) cpd03812[0] + (1) cpd11712[0]
2.7.1.69,rxn35408,(1) cpd18004[0] <=> (1) cpd18047[0] + (1) cpd30369[0]
4.3.1.8,rxn35409,(1) cpd00001[0] + (4) cpd00689[0] <=> (1) cpd00755[0] + (4) cpd19013[0]
2.3.1.74,rxn01179,(3) cpd00070[0] + (1) cpd00192[0] <=> (4) cpd00010[0] + (3) cpd00011[0] + (1) cpd03969[0]
2.3.1.74,rxn01178,(3) cpd00070[0] + (1) cpd00192[0] <=> (4) cpd00010[0] + (3) cpd00011[0] + (1) cpd01047[0]
4.2.1.27,rxn01177,(1) cpd00191[0] <=> (1) cpd00001[0] + (1) cpd00598[0]
4.1.2.29,rxn01176,(1) cpd02721[0] <=> (1) cpd00095[0] + (1) cpd00191[0]
1.7.3.5,rxn01175,(1) cpd00025[0] + (1) cpd00075[0] + (1) cpd00191[0] <=> (1) cpd00001[0] + (1) cpd00007[0] + (1) cpd01968[0]
1.1.1.59,rxn01174,(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00191[0]
1.2.1.15,rxn01173,(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00191[0] <=> (1) cpd00005[0] + (1) cpd00308[0]
1.2.1.15,rxn01172,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00191[0] <=> (1) cpd00004[0] + (1) cpd00308[0]
5.1.3.3,rxn01171,(1) cpd00027[0] <=> (1) cpd00190[0]
3.1.6.3,rxn01170,(1) cpd00001[0] + (1) cpd01829[0] <=> (1) cpd00048[0] + (1) cpd00190[0]
3.1.3.58|3.1.3.9,rxn00220,(1) cpd00001[0] + (1) cpd00079[0] <=> (1) cpd00009[0] + (1) cpd00027[0]
3.1.3.10,rxn00221,(1) cpd00001[0] + (1) cpd00089[0] <=> (1) cpd00009[0] + (1) cpd00027[0]
3.2.1.21|3.2.1.74,rxn00222,(1) cpd00001[0] + (1) cpd00158[0] <=> (2) cpd00027[0]
5.3.1.5,rxn00223,(1) cpd00027[0] <=> (1) cpd00082[0]
4.99.1.1,rxn00224,(1) cpd01476[0] + (1) cpd10515[0] <=> (1) cpd00028[0]
2.7.2.1|2.7.2.15,rxn00225,(1) cpd00002[0] + (1) cpd00029[0] <=> (1) cpd00008[0] + (1) cpd00196[0]
6.2.1.1,rxn00226,(1) cpd00002[0] + (1) cpd00029[0] <=> (1) cpd00012[0] + (1) cpd03566[0]
3.6.1.7,rxn00227,(1) cpd00001[0] + (1) cpd00196[0] <=> (1) cpd00009[0] + (1) cpd00029[0]
3.11.1.2,rxn00228,(1) cpd00001[0] + (1) cpd03385[0] <=> (1) cpd00009[0] + (1) cpd00029[0]
1.13.12.4,rxn00229,(1) cpd00007[0] + (1) cpd00159[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00029[0]
1.13.12.4,rxn32650,(1) cpd07830[0] <=> (1) cpd07830[1]
2.7.11.5,rxn06680,(1) cpd00002[0] + (1) cpd12467[0] <=> (1) cpd00008[0] + (1) cpd12573[0]
2.7.11.29,rxn06681,(1) cpd00002[0] + (1) cpd12468[0] <=> (1) cpd00008[0] + (1) cpd12574[0]
3.1.3.36,rxn06682,(1) cpd00001[0] + (1) cpd12582[0] <=> (1) cpd00009[0] + (1) cpd11837[0]
2.3.1.152,rxn06683,(1) cpd00116[0] + (1) cpd02561[0] <=> (1) cpd00027[0] + (1) cpd03799[0]
2.3.1.152,rxn06684,(1) cpd00363[0] + (1) cpd02561[0] <=> (1) cpd00027[0] + (1) cpd03800[0]
2.3.1.152,rxn06685,(1) cpd02561[0] + (1) cpd11848[0] <=> (1) cpd00027[0] + (1) cpd03798[0]
2.3.1.121,rxn06686,(1) cpd02822[0] + (1) cpd11611[0] <=> (1) cpd00010[0] + (1) cpd12606[0]
4.2.1.60,rxn06688,(1) cpd11482[0] <=> (1) cpd00001[0] + (1) cpd12489[0]
4.2.1.60,rxn32651,(1) cpd07830[0] <=> (1) cpd07830[1]
4.2.1.60,rxn10474,(1) cpd00149[0] <=> (1) cpd00149[1]
2.7.1.-,rxn10475,(1) cpd00002[0] + (1) cpd15828[0] <=> (1) cpd00008[0] + (1) cpd02817[0]
2.4.2.1|2.4.2.23|2.4.2.4,rxn01799,(1) cpd00009[0] + (1) cpd00412[0] <=> (1) cpd00092[0] + (1) cpd00509[0]
2.3.1.112,rxn01798,(1) cpd00070[0] + (1) cpd00411[0] <=> (1) cpd00010[0] + (1) cpd02159[0]
2.3.1.112,rxn10470,(1) cpd00324[1] <=> (1) cpd00324[0]
2.3.1.112,rxn10471,(1) cpd01024[1] <=> (1) cpd01024[0]
2.3.1.112,rxn10472,(1) cpd00001[0] + (1) cpd02483[0] <=> (1) cpd15888[0]
2.3.1.112,rxn10473,(1) cpd00099[1] <=> (1) cpd00099[0]
1.1.1.209|1.1.1.213|1.1.1.50,rxn01793,(1) cpd00003[0] + (1) cpd00409[0] <=> (1) cpd00004[0] + (1) cpd00511[0]
3.5.1.22,rxn01792,(1) cpd00001[0] + (1) cpd00644[0] <=> (1) cpd00085[0] + (1) cpd00408[0]
6.3.2.1,rxn01791,(1) cpd00002[0] + (1) cpd00085[0] + (1) cpd00408[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00644[0]
1.1.1.169,rxn01790,(1) cpd00006[0] + (1) cpd00408[0] <=> (1) cpd00005[0] + (1) cpd00712[0]
2.3.1.34,rxn01797,(1) cpd00022[0] + (1) cpd00411[0] <=> (1) cpd00010[0] + (1) cpd02007[0]
2.3.1.34,rxn01796,(1) cpd00047[0] + (1) cpd00410[0] <=> (1) cpd00055[0] + (1) cpd00110[0]
2.4.1.17,rxn01795,(1) cpd00144[0] + (1) cpd00409[0] <=> (1) cpd00014[0] + (1) cpd08017[0]
1.1.1.209|1.1.1.213|1.1.1.50,rxn01794,(1) cpd00006[0] + (1) cpd00409[0] <=> (1) cpd00005[0] + (1) cpd00511[0]
1.8.3.5,rxn05089,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd04131[0] <=> (1) cpd00025[0] + (1) cpd00084[0] + (1) cpd11253[0]
1.5.1.34,rxn05088,(1) cpd00006[0] + (1) cpd03361[0] <=> (1) cpd00005[0] + (1) cpd03360[0]
2.3.1.109,rxn32653,(1) cpd00051[0] + (1) cpd00078[0] <=> (1) cpd00010[0] + (1) cpd02103[0]
5.5.1.6,rxn05083,(1) cpd01052[0] <=> (1) cpd00570[0]
2.4.1.240,rxn05081,(1) cpd00026[0] + (1) cpd11241[0] <=> (1) cpd00014[0] + (1) cpd11242[0]
2.4.1.239,rxn05080,(1) cpd00026[0] + (1) cpd02450[0] <=> (1) cpd00014[0] + (1) cpd11241[0]
1.5.1.34,rxn05087,(1) cpd00003[0] + (1) cpd03361[0] <=> (1) cpd00004[0] + (1) cpd03360[0]
1.5.1.34,rxn05086,(3) cpd00007[0] + (1) cpd11251[0] <=> (2) cpd00001[0] + (2) cpd00025[0] + (1) cpd00097[0]
1.1.1.289,rxn05085,(1) cpd00006[0] + (1) cpd00588[0] <=> (1) cpd00005[0] + (1) cpd00212[0]
1.1.1.199,rxn05084,(1) cpd00004[0] + (1) cpd06990[0] <=> (1) cpd00003[0] + (1) cpd11249[0]
3.1.27.9,rxn17848,(1) cpd26468[0] <=> (1) cpd27911[0] + (1) cpd27912[0] + (1) cpd28569[0]
3.1.3.16,rxn17849,(1) cpd00001[0] + (1) cpd27148[0] <=> (1) cpd00009[0] + (1) cpd27149[0]
3.1.26.-|3.1.27.6,rxn17844,(1) cpd28514[0] <=> (2) cpd28540[0]
3.1.27.7,rxn17845,(1) cpd00001[0] + (1) cpd28576[0] <=> (1) cpd22082[0] + (1) cpd22166[0]
3.1.27.8,rxn17846,(1) cpd00001[0] + (1) cpd27889[0] <=> (1) cpd00988[0]
3.1.27.9,rxn17847,(1) cpd26468[0] <=> (1) cpd27911[0] + (1) cpd27912[0] + (1) cpd28569[0]
3.1.27.10,rxn17840,(1) cpd00001[0] + (1) cpd21988[0] <=> (1) cpd21987[0]
3.1.27.2,rxn17841,(1) cpd00001[0] + (1) cpd28041[0] <=> (1) cpd21924[0]
3.1.27.4,rxn17842,(1) cpd00001[0] + (1) cpd28041[0] <=> (1) cpd22053[0] + (1) cpd22082[0]
3.1.26.-|3.1.27.6,rxn17843,(1) cpd28514[0] <=> (2) cpd28540[0]
3.1.26.-|3.1.27.6,rxn07791,(1) cpd06628[0] <=> (1) cpd00991[0]
3.1.26.-|3.1.27.6,rxn07790,(1) cpd15121[0] <=> (1) cpd06643[0]
2.5.1.-,rxn07793,(1) cpd00202[0] + (1) cpd03969[0] <=> (1) cpd00012[0] + (1) cpd15122[0]
1.14.13.21,rxn07792,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd06654[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd06509[0]
1.21.3.6,rxn07795,(1) cpd00007[0] + (1) cpd11204[0] <=> (1) cpd00001[0] + (1) cpd05484[0]
2.1.1.-,rxn07794,(1) cpd15122[0] <=> (1) cpd15123[0]
2.1.1.-,rxn07797,(1) cpd11204[0] <=> (1) cpd15114[0]
2.1.1.-,rxn07796,(1) cpd03969[0] <=> (1) cpd15113[0]
1.21.3.6,rxn07799,(1) cpd00007[0] + (1) cpd15114[0] <=> (1) cpd00001[0] + (1) cpd15116[0]
1.21.3.6,rxn07798,(1) cpd00007[0] + (1) cpd15113[0] <=> (1) cpd00001[0] + (1) cpd15115[0]
2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.60|4.2.1.61,rxn05331,(1) cpd11480[0] <=> (1) cpd00001[0] + (1) cpd11469[0]
2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59,rxn05330,(1) cpd11479[0] <=> (1) cpd00001[0] + (1) cpd11473[0]
2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.60|4.2.1.61,rxn05333,(1) cpd11482[0] <=> (1) cpd00001[0] + (1) cpd11475[0]
2.3.1.85|2.3.1.86|4.2.1.61,rxn05332,(1) cpd11481[0] <=> (1) cpd00001[0] + (1) cpd11477[0]
2.3.1.85|2.3.1.86|4.2.1.59|4.2.1.61,rxn05335,(1) cpd11484[0] <=> (1) cpd00001[0] + (1) cpd11467[0]
2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59|4.2.1.61,rxn05334,(1) cpd11483[0] <=> (1) cpd00001[0] + (1) cpd11471[0]
1.1.1.100|2.3.1.85|2.3.1.86,rxn05337,(1) cpd00006[0] + (1) cpd11479[0] <=> (1) cpd00005[0] + (1) cpd11486[0]
1.1.1.100|2.3.1.85|2.3.1.86,rxn05336,(1) cpd00006[0] + (1) cpd11481[0] <=> (1) cpd00005[0] + (1) cpd11485[0]
1.1.1.100|2.3.1.85|2.3.1.86,rxn05339,(1) cpd00006[0] + (1) cpd11478[0] <=> (1) cpd00005[0] + (1) cpd11488[0]
1.1.1.100|2.3.1.85|2.3.1.86,rxn05338,(1) cpd00006[0] + (1) cpd11482[0] <=> (1) cpd00005[0] + (1) cpd11487[0]
4.1.1.-,rxn35436,(1) cpd09027[0] <=> (1) cpd00011[0] + (1) cpd01092[0]
1.3.1.74,rxn07247,(1) cpd00006[0] + (1) cpd14502[0] <=> (1) cpd00005[0] + (1) cpd14503[0]
1.3.1.74,rxn07246,(1) cpd00003[0] + (1) cpd14502[0] <=> (1) cpd00004[0] + (1) cpd14503[0]
1.1.99.29,rxn07245,(1) cpd11609[0] + (1) cpd14500[0] <=> (1) cpd11610[0] + (1) cpd14501[0]
1.1.99.29,rxn07244,(1) cpd11609[0] + (1) cpd14498[0] <=> (1) cpd11610[0] + (1) cpd14499[0]
3.1.3.25,rxn07243,(1) cpd00001[0] + (1) cpd14496[0] <=> (1) cpd00009[0] + (1) cpd00121[0]
2.7.1.77,rxn07242,(1) cpd01529[0] + (1) cpd11634[0] <=> (1) cpd00513[0] + (1) cpd00595[0]
2.4.1.226,rxn07241,(1) cpd00144[0] + (1) cpd14494[0] <=> (1) cpd00014[0] + (1) cpd14495[0]
2.4.1.225,rxn07240,(1) cpd00144[0] + (1) cpd14492[0] <=> (1) cpd00014[0] + (1) cpd14493[0]
2.4.1.125|2.4.1.5,rxn15569,(1) cpd00076[0] <=> (1) cpd00082[0] + (1) cpd11658[0]
2.4.1.139,rxn15568,(1) cpd00001[0] + (2) cpd00089[0] <=> (2) cpd00009[0] + (1) cpd00179[0]
1.3.1.77,rxn07249,(2) cpd00006[0] + (1) cpd11250[0] <=> (2) cpd00005[0] + (1) cpd11993[0]
1.3.1.77,rxn07248,(2) cpd00003[0] + (1) cpd11250[0] <=> (2) cpd00004[0] + (1) cpd11993[0]
2.7.7.53,rxn35431,(1) cpd00002[0] + (1) cpd00193[0] <=> (1) cpd00048[0] + (1) cpd00924[0]
3.2.1.52,rxn26149,(1) cpd00001[0] + (1) cpd25965[0] <=> (1) cpd02416[0] + (1) cpd21015[0]
3.5.1.28,rxn26148,(1) cpd00001[0] + (1) cpd25964[0] <=> (1) cpd25965[0] + (1) cpd25966[0]
2.7.7.-,rxn26141,(2) cpd00002[0] <=> (1) cpd00012[0] + (1) cpd00924[0]
2.7.7.-,rxn26140,(2) cpd00002[0] <=> (1) cpd00012[0] + (1) cpd00924[0]
2.4.1.-,rxn26143,(1) cpd02338[0] + (1) cpd25949[0] <=> (1) cpd00014[0] + (1) cpd25950[0]
2.7.7.-,rxn26142,(1) cpd00002[0] + (1) cpd00008[0] <=> (1) cpd00012[0] + (1) cpd03705[0]
2.7.7.-,rxn26145,(1) cpd00002[0] + (1) cpd27340[0] <=> (1) cpd00008[0] + (1) cpd27341[0]
1.1.1.-,rxn26144,(1) cpd00004[0] + (1) cpd00428[0] <=> (1) cpd00003[0] + (1) cpd03105[0]
3.5.1.28,rxn26147,(1) cpd00001[0] + (1) cpd25964[0] <=> (1) cpd25965[0] + (1) cpd25966[0]
4.2.1.1,rxn26146,(1) cpd00242[0] <=> (1) cpd00001[0] + (1) cpd00011[0]
3.5.2.2,rxn21498,(1) cpd00001[0] + (1) cpd03064[0] <=> (1) cpd27590[0]
1.13.11.2,rxn21499,(1) cpd00007[0] + (1) cpd01871[0] <=> (1) cpd25419[0]
1.13.11.2,rxn21492,(1) cpd00116[0] + (1) cpd23274[0] <=> (1) cpd23277[0]
1.13.11.2,rxn21493,(1) cpd00007[0] + (1) cpd27066[0] <=> (1) cpd27767[0]
2.1.1.-,rxn21490,(1) cpd00017[0] + (1) cpd23274[0] <=> (1) cpd00019[0] + (1) cpd23275[0]
2.1.1.-,rxn21491,(1) cpd00116[0] + (1) cpd23274[0] <=> (1) cpd23276[0]
2.1.1.-,rxn21496,(1) cpd04758[0] <=> (1) cpd07350[0]
1.14.13.-,rxn21497,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01059[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd03337[0]
1.14.13.-,rxn21494,(1) cpd25723[0] <=> (1) cpd07306[0]
1.14.13.-,rxn21495,(1) cpd07306[0] <=> (1) cpd07421[0]
1.14.14.-,rxn26516,(1) cpd28297[0] <=> (1) cpd05401[0]
4.2.1.92,rxn26517,(1) cpd02907[0] <=> (1) cpd00001[0] + (1) cpd02846[0]
4.2.1.92,rxn26514,(1) cpd27287[0] <=> (1) cpd00011[0] + (1) cpd28220[0]
