id,smiles
cpd12472,*O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O
cpd12473,*C(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd12474,*NC(=O)[C@H](COP(=O)([O-])[O-])NC(*)=O
cpd12475,*NC(=O)[C@H](CCC(=O)OC)NC(*)=O
cpd12477,*NC(=O)[C@H](CCCCNC(C)=O)NC(*)=O
cpd12481,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*
cpd12482,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=N)n(C)cnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*
cpd12483,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)n(C)c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*
cpd12489,*SC(=O)C/C=C\CCCCCC
cpd12493,*C(=O)OCC
cpd12496,*OP(=O)([O-])OC[C@@H](COC(*)=O)OC(=O)CCCCCCCCC(*)=C
cpd12497,*C#CCC(=O)S*
cpd12499,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
cpd12500,*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2[NH3+])[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(*)=O
cpd12503,CC1=C2CC(=O)O[C@@H](c3ccoc3)[C@]2(C)CC[C@@H]1[C@@]1(CO)[C@H](CC(=O)[O-])OC(C)(C)[C@@H]1CC(=O)[O-]
cpd12508,*NC(=O)[C@H](Cc1cncn1P(=O)([O-])[O-])NC(*)=O
cpd12509,*NC(=O)[C@H](Cc1cn(P(=O)([O-])[O-])cn1)NC(*)=O
cpd12512,*S
cpd12514,*C(=O)OCC(COP(=O)([O-])OCC[NH+](C)C)OC(*)=O
cpd12516,*NC(=O)C[C@H](NC(*)=O)C(=O)OC
cpd12518,*C(*)[C@H]([NH3+])C(=O)[O-]
cpd12520,*SC(C)=O
cpd12522,*NC(=O)[C@H](Cc1cn([C@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(CC[C@@H](C(N)=O)[N+](C)(C)C)n1)NC(*)=O
cpd12523,*OP(=O)([O-])OCC(COC(*)=O)OC(=O)CCCCCCCC1CC1*
cpd12524,*NC(=O)[C@H](C)NC(C)=O
cpd12526,*SC[C@H](NC(C)=O)C(=O)[O-]
cpd12527,*SC(=O)C=C=C
cpd12528,*OC[C@H](COC(*)=O)OC(C)=O
cpd12531,*NC(=O)[C@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)NC(*)=O
cpd12534,*NC(=O)[C@H](COC(=O)CCCCCCCCCCCCCCC)NC(*)=O
cpd12535,*O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O
cpd12536,*NC(=O)[C@H](COP(=O)([O-])[O-])NC(*)=O
cpd12539,*NC(=O)[C@@H]1[C@@H](O)CCN1C(*)=O
cpd12540,*NC(=O)[C@@H]1C[C@@H](O)CN1C(*)=O
cpd12543,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2C1NC(=O)N2C(=O)[O-])NC(*)=O
cpd12544,*Nc1ncnc2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12
cpd12547,*C(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
cpd12548,*C(=O)N[C@]1(*)C(=O)N2C(C(=O)[O-])=C(CO)CSC21
cpd12549,*OC[C@H](COP(=O)([O-])OC[C@H](COP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)[C@@H](NC(C)=O)[C@H]1O)OC(=O)[C@@H](C)[NH3+])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd12553,*C1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
cpd12554,*OC[C@H](COP(=O)([O-])OCC[NH3+])OC(*)=O
cpd12555,*OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
cpd12556,*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@@H]([NH3+])CCCC[NH3+])OC(*)=O
cpd12560,*O[C@H]1[C@H]([NH3+])C[C@H](NC(C)=O)[C@@H](O*)[C@@H]1O
cpd12563,*OCC(COP(=O)([O-])OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd12566,*/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12567,*C(=O)NCCSC(=O)C[C@H](*)O
cpd12570,*NC(=O)[C@H](CC[C@H](C[NH3+])O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(*)=O
cpd12571,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC)[C@@H]1OP(=O)([O-])O*
cpd12572,*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O
cpd12573,*NC(=O)[C@H](COP(=O)([O-])[O-])NC(*)=O
cpd12574,*NC(=O)[C@H](COP(=O)([O-])[O-])NC(*)=O
cpd12580,*O[C@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
cpd12581,*NC(=O)[C@H](CO)NC(*)=O
cpd12582,*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OC(*)=O
cpd12584,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
cpd12585,*O[C@@H]1OC(C(=O)[O-])=C[C@H](O)[C@@H]1O
cpd12588,*NC(=O)[C@H](CCCC[NH2+]C[C@H](O)CC[NH3+])NC(*)=O
cpd12589,*C(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
cpd12590,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(*)=O
cpd12591,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(*)=O
cpd12592,*O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H]1O
cpd12594,*C(=O)OCC(COC(*)=O)O[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
cpd12595,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](COC)[C@@H](O[C@H]3O[C@H](CO)C(*)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
cpd12596,*NC(=O)[C@H](CO)NC(*)=O
cpd12597,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(*)=O
cpd12599,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12600,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12601,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12605,*O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O
cpd12606,*/C=C\OCC(COP(=O)([O-])OCC[NH3+])OC(*)=O
cpd12607,*NC(=O)[C@H](CC[C@H](C[NH3+])O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(*)=O
cpd12608,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12611,*NC(=O)[C@H](COP(=O)([O-])[O-])NC(*)=O
cpd12617,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(=O)[O-])[C@H]1O
cpd12620,*NC(=O)[C@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O
cpd12621,*NC(=O)[C@H](CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)NC(*)=O
cpd12624,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](C)[C@H](O)C[C@H]4O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@H]1O
cpd12628,*NC(=O)[C@H](CC[C@H](C[NH3+])O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(*)=O
cpd12629,*NC(=O)[C@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O
cpd12630,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12633,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12635,*O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
cpd12636,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H]1O)OC(*)=O
cpd12638,*NC(=O)[C@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O
cpd12639,*OCC(CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12640,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12641,*NC(=O)[C@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O
cpd12642,*OCC(CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12655,*/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12657,*/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12663,C=C[C@@]1(C)CC[C@@](C)(C(C)C)c2cc3c4c(c[nH]c4c21)C[C@@H](CO)NC(=O)[C@H](C(C)C)N3C
cpd12673,*NC(=O)CNC(*)=O
cpd12675,*NC(=O)[C@H](CCSC)NC(*)=O
cpd12676,*NC(=O)[C@H](CCCNC(N)=[NH2+])NC(*)=O
cpd12677,*NC(=O)[C@H](CCCNC(N)=[NH2+])NC(*)=O
cpd12678,*OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(*)=O
cpd12679,*OCC(O)COP(=O)([O-])O*
cpd12680,*OC[C@H](COP(=O)([O-])O*)OC(C)=O
cpd12682,*[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12687,*NC(=O)[C@H](Cc1ccc(O)cc1)NC(*)=O
cpd12688,COC1=C(OC)C(=O)C(C)=CC1=O
cpd12689,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12691,CCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12692,C[c-]1c(=O)[nH]c(=O)[nH]c1=O
cpd12693,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O
cpd12697,*NC(=O)[CH]NC(*)=O
cpd12698,*NC(=O)[C@H](CC[S+](C)C)NC(*)=O
cpd12699,*NC(=O)[C@H](CCCNC(=[NH2+])NC)NC(*)=O
cpd12700,*NC(=O)[C@H](CCCNC(=[NH2+])NC)NC(*)=O
cpd12701,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O
cpd12702,*NC(=O)[C@H](Cc1ccc(OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)cc1)NC(*)=O
cpd12703,*[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd12705,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](CO)[C@@H]4OC(N(C)C)=[NH+][C@@H]4[C@H]3O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@H]1O
cpd12707,O=C(COP(=O)([O-])[O-])NO
cpd12709,CC1CC1
cpd12714,N=N
cpd12716,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O
cpd12723,O=C(CO)CC(=O)C(=O)[O-]
cpd12729,O=c1[nH]c(=O)c2[nH]c(=O)n(C3OC(CO)C(O)C3O)c2[nH]1
cpd12732,[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
cpd12734,*SC(=O)CCC[C@H]([NH3+])C(=O)[O-]
cpd12736,*NC(=O)[C@H](CCCC[NH2+]C)NC(*)=O
cpd12737,*NC(=O)[C@H](CCCC[NH+](C)C)NC(*)=O
cpd12738,*NC(=O)[C@H](CCCC[N+](C)(C)C)NC(*)=O
cpd12746,*C(=O)OCC(COP(=O)([O-])CC[NH3+])OC(*)=O
cpd12747,*C(=O)OCC(COP(=O)([O-])CC[N+](C)(C)C)OC(*)=O
cpd12751,[NH3+]C(CCOP(=O)([O-])[O-])C(=O)[O-]
cpd12753,*[C@H](NO)C(=O)[O-]
cpd12754,*C(*)(O)C#N
cpd12755,*C(*)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd12756,*/C(=N\O)C(=O)[O-]
cpd12757,[O-]c1c(Cl)cc(Nc2ccc(O)cc2)cc1Cl
cpd12758,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2
cpd12796,Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc1)CN2
cpd12799,*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@H](*)[NH3+])OC(*)=O
cpd12800,*OC[C@H](COP(=O)([O-])[O-])OC(*)=O
cpd12801,*C(=O)OC[C@H](COP(=O)([O-])OCC(O)COP(=O)([O-])OC[C@@H](COC(*)=O)OC(*)=O)OC(*)=O
cpd12802,*C(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O
cpd12809,*/C1=C2/[NH+]=C(/C(*)=C3\[NH+]=C(/C(*)=C4\N([Co+]C)C(*)(C(*)(*)C4(*)*)C4(*)[NH+]=C1C(*)(*)C4(*)*)C(*)(*)C3(*)*)C(*)(*)C2(*)*
cpd12810,*/C1=C2/[NH+]=C(/C(*)=C3\[NH+]=C(/C(*)=C4\N([Co])C(*)(C(*)(*)C4(*)*)C4(*)[NH+]=C1C(*)(*)C4(*)*)C(*)(*)C3(*)*)C(*)(*)C2(*)*
cpd12812,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12814,*C(=O)OC[C@H](CO[C@@H]1O[C@H](COC(*)=O)[C@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12815,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12816,*C(=O)OCC(CO[C@H]1O[C@H](CO[C@@H]2O[C@H](COP(=O)([O-])OC[C@@H](O)CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12817,*C(=O)OCC(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)CO)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12830,*C(=O)NC(CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O)C(O)/C=C/CCCCCCCCCCCCC
cpd12831,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)[O-])[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12833,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12834,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12835,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
cpd12840,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd12843,C1(=[O][Fe]23(ON1)([O]=C(NO2)*)[O]=C(NO3)*)*
cpd12844,C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd12845,*NC(=O)[C@H](CC(C(=O)[O-])C(=O)[O-])NC(*)=O
cpd12846,*NC(=O)[C@H](CCC(=O)[O-])NC(*)=O
cpd12847,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12848,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(*)=O
cpd12849,*OP(=O)([O-])OCC(O)COC(*)=O
cpd12858,[V+5]
cpd12859,[Cr]
cpd12860,[AsH3]
cpd12861,*c1cc(-c2[o+]c3cc([O-])cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(*)c1O
cpd12862,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)c1ccccc1
cpd12863,*c1c(*)c(*)c(-c2[o+]c3c(*)c(*)c(*)c(OC4O[C@H](COC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)c3cc2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(*)c1*
cpd12864,*C(=O)OC[C@H](CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12865,*C(=O)OC[C@H](CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
cpd12866,*C(=O)N[C@H](*)C(=O)[O-]
cpd12868,*NC(=O)[C@@H](CO)NC(*)=O
cpd12870,*NC(=O)[C@H](CCCC[NH3+])NC(*)=O
cpd12871,*NC(=O)[C@H](CCCC[NH2+]C)NC(*)=O
cpd12872,*NC(=O)[C@H](Cc1c[nH+]c[nH]1)NC(*)=O.C/C1=C2/[NH+]=C(/C=C3\[NH+]=C(/C(C)=C4\N([Co+])C([C@H](CC(N)=O)[C@@]4(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)[NH+]=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
